company_name,market_cap,sector,country,industry,isin,symbol
AKELIUS RESIDENTIAL PROPERTY AB SER. D,11923739598,Finance,Sweden,Real estate development,SE0013110186,LUND-B.ST
"LUNDBERGFORETAGEN AB, L E SER. B",11717544176,Miscellaneous,Sweden,Miscellaneous,SE0000108847,BNZL.L
BUNZL ORD GBP0.32142857,11706237236,Distribution services,United Kingdom,Wholesale distributors,GB00B0744B38,GALP.LS
GALP ENERGIA-NOM,11701779687,Energy minerals,Portugal,Integrated oil,PTGAL0AM0009,PNDORA.CO
PANDORA A/S,11659376474,Consumer durables,Denmark,Other consumer specialties,DK0060252690,NHY.OL
NORSK HYDRO ASA,11651528727,Non-energy minerals,Norway,Aluminum,NO0005052605,BIRG.IR
Bank of Ireland Group PLC,11583562845,Finance,Ireland,Major banks,IE00BD1RP616,PAH3.DE
PORSCHE AUTOMOBIL HOLDING SE,11545624658,Consumer durables,Germany,Motor vehicles,DE000PAH0038,PEO.WA
PEKAO,11511423190,Finance,Poland,Regional banks,PLPEKAO00016,FBK.MI
FINECOBANK,11502806085,Finance,Italy,Major banks,IT0000072170,SN.L
SMITH & NEPHEW PLC ORD USD0.20,11458198171,Health technology,United Kingdom,Medical specialties,GB0009223206,SGRO.L
SEGRO PLC ORD GBP0.10,11441942184,Finance,United Kingdom,Real estate investment trusts,GB00B5ZN1N88,BMED.MI
BANCA MEDIOLANUM,11294845790,Finance,Italy,Major banks,IT0004776628,GMAB.CO
GENMAB A/S,11250488671,Health technology,Denmark,Pharmaceuticals: major,DK0010272202,ASRNL.AS
ASR NEDERLAND,11241891635,Finance,Netherlands,Multi-line insurance,NL0011872643,REC.MI
RECORDATI ORD,11123065064,Health technology,Italy,Pharmaceuticals: major,IT0003828271,UNI.MI
UNIPOL,11074065546,Finance,Italy,Multi-line insurance,IT0004810054,BPE.MI
BPER BANCA,11048347925,Finance,Italy,Major banks,IT0000066123,WRT1V.HE
WARTSILA CORPORATION,11045238345,Producer manufacturing,Finland,Trucks/Construction/Farm machinery,FI0009003727,H2O.RO
S.P.E.E.H. HIDROELECTRICA SA,11026703259,Utilities,Romania,Electric utilities,RO4Q0Z5RO1B6,URW.PA
UNIBAIL-RODAMCO-WESTFIELD,10955610824,Finance,France,Real estate investment trusts,FR0013326246,AC.PA
ACCOR,10943117475,Consumer services,France,Hotels/Resorts/Cruise lines,FR0000120404,DWS.DE
DWS GROUP SE,10809999847,Finance,Germany,Investment managers,DE000DWS1007,FGR.PA
EIFFAGE,10806067824,Industrial services,France,Engineering & construction,FR0000130452,1CO.F
COVESTRO AG,10771193712,Process industries,Germany,Chemicals: specialty,DE000A40KY26,VACN.SW
VAT GROUP N,10760601177,Producer manufacturing,Switzerland,Industrial machinery,CH0311864901,DNP.WA
DINOPL,10727249258,Retail trade,Poland,Food retail,PLDINPL00011,ADM.L
ADMIRAL GROUP ORD GBP0.001,10626286262,Finance,United Kingdom,Property/Casualty insurance,GB00B02J6398,RTO.L
RENTOKIL INITIAL ORD GBP0.01,10523614987,Commercial services,United Kingdom,Miscellaneous commercial services,GB00B082RF11,GJF.OL
GJENSIDIGE FORSIKRING ASA,10445243540,Finance,Norway,Multi-line insurance,NO0010582521,AGS.BR
AGEAS,10427141041,Finance,Belgium,Multi-line insurance,BE0974264930,ING.WA
INGBSK,10321897377,Finance,Poland,Regional banks,PLBSK0000017,AKZA.AS
AKZO NOBEL,10192427215,Process industries,Netherlands,Industrial specialties,NL0013267909,HELN.SW
HELVETIA HOLDING N,10171446374,Finance,Switzerland,Multi-line insurance,CH0466642201,ALO.PA
ALSTOM,10139385996,Producer manufacturing,France,Trucks/Construction/Farm machinery,FR0010220475,G1A.DE
GEA GROUP AG,9908217275,Producer manufacturing,Germany,Industrial machinery,DE0006602006,ORK.OL
ORKLA ASA,9822665023,Consumer non-durables,Norway,Food: specialty/candy,NO0003733800,INDT.ST
INDUTRADE AB,9795154434,Producer manufacturing,Sweden,Industrial machinery,SE0001515552,EVK.DE
EVONIK INDUSTRIES AG,9790660107,Process industries,Germany,Chemicals: major diversified,DE000EVNK013,HLE.DE
HELLA GMBH & CO. KGAA,9788888346,Producer manufacturing,Germany,Auto parts: OEM,DE000A13SX22,BMPS.MI
BANCA MONTE PASCHI SIENA,9757556160,Finance,Italy,Regional banks,IT0005508921,ADP.PA
AEROPORTS DE PARIS,9740849495,Transportation,France,Other transportation,FR0010340141,ERF.PA
EUROFINS SCIENT.,9730111040,Commercial services,Luxembourg,Miscellaneous commercial services,FR0014000MR3,EUROB.AT
EUROBANK HOLDINGS (CR),9668973900,Finance,Greece,Major banks,GRS323003012,JDEP.AS
JDE PEET'S,9638762038,Consumer non-durables,Netherlands,Food: specialty/candy,NL0014332678,RED.MC
"REDEIA CORPORACION, S.A.",9637234426,Industrial services,Spain,Engineering & construction,ES0173093024,EVD.DE
CTS EVENTIM AG & CO. KGAA,9628800293,Consumer services,Germany,Movies/Entertainment,DE0005470306,PSON.L
PEARSON ORD GBP0.25,9619923703,Consumer services,United Kingdom,Publishing: books/magazines,GB0006776081,ITRK.L
INTERTEK GROUP ORD GBP0.01,9611414345,Commercial services,United Kingdom,Miscellaneous commercial services,GB0031638363,BKT.MC
"BANKINTER, S.A.",9506242292,Finance,Spain,Major banks,ES0113679I37,BZU.MI
BUZZI,9497263825,Non-energy minerals,Italy,Construction materials,IT0001347308,MOWI.OL
MOWI ASA,9443494112,Consumer non-durables,Norway,Food: meat/fish/dairy,NO0003054108,BOL.ST
BOLIDEN AB,9399083766,Non-energy minerals,Sweden,Other metals/Minerals,SE0020050417,RAA.DE
RATIONAL AG,9374564906,Producer manufacturing,Germany,Industrial machinery,DE0007010803,SKA-B.ST
SKANSKA AB SER. B,9261762379,Industrial services,Sweden,Engineering & construction,SE0000113250,ETE.AT
NATIONAL BANK OF GREECE (CR),9145559082,Finance,Greece,Major banks,GRS003003035,GBLB.BR
GBL,9139344999,Finance,Belgium,Financial conglomerates,BE0003797140,SNP.RO
OMV PETROM S.A.,9137721543,Energy minerals,Romania,Integrated oil,ROSNPPACNOR9,SKF-A.ST
"SKF, AB SER. A",9137708862,Producer manufacturing,Sweden,Metal fabrication,SE0000108201,PUIG.MC
"PUIG BRANDS, S.A. CLASE B",9131098351,Consumer non-durables,Spain,Household/Personal care,ES0105777017,SOBI.ST
SWEDISH ORPHAN BIOVITRUM AB,9104694529,Health technology,Sweden,Pharmaceuticals: major,SE0000872095,SW.PA
SODEXO,9069873627,Consumer services,France,Restaurants,FR0000121220,BNR.DE
BRENNTAG SE,9061625954,Distribution services,Germany,Wholesale distributors,DE000A1DAHH0,METSO.HE
METSO OYJ,9058838475,Producer manufacturing,Finland,Trucks/Construction/Farm machinery,FI0009014575,IPN.PA
IPSEN,9000203670,Health technology,France,Pharmaceuticals: major,FR0010259150,DIE.BR
D'IETEREN GROUP,8979288291,Consumer services,Belgium,Other consumer services,BE0974259880,ROCK-A.CO
ROCKWOOL A/S SER. A,8970171243,Non-energy minerals,Denmark,Construction materials,DK0010219070,BALN.SW
BALOISE N,8949824022,Finance,Switzerland,Multi-line insurance,CH0012410517,LHA.DE
LUFTHANSA AG VNA O.N.,8892111075,Transportation,Germany,Airlines,DE0008232125,SPSN.SW
SWISS PRIME SITE N,8885892516,Finance,Switzerland,Real estate development,CH0008038389,EDNR.MI
EDISON R,8856539276,Utilities,Italy,Electric utilities,IT0003372205,MBK.WA
MBANK,8816231836,Finance,Poland,Major banks,PLBRE0000012,MAP.MC
"MAPFRE, S.A.",8806912320,Finance,Spain,Multi-line insurance,ES0124244E34,SVT.L
SEVERN TRENT ORD GBP0.9789,8751094895,Utilities,United Kingdom,Water utilities,GB00B1FH8J72,BESI.AS
BE SEMICONDUCTOR INDUSTRIES N.V.,8742472137,Producer manufacturing,Netherlands,Industrial machinery,NL0012866412,INW.MI
INWIT,8735381126,Communications,Italy,Major telecommunications,IT0005090300,GET.PA
GETLINK SE,8717273589,Transportation,France,Railroads,FR0010533075,CNA.L
CENTRICA ORD GBP0.061728395,8702389525,Utilities,United Kingdom,Gas distributors,GB00B033F229,SCA-A.ST
SVENSKA CELLULOSA AB SCA SER. A,8688399073,Process industries,Sweden,Pulp & paper,SE0000171886,BCVN.SW
BC VAUD N,8680910809,Finance,Switzerland,Regional banks,CH0531751755,CA.PA
CARREFOUR,8660567684,Retail trade,France,Specialty stores,FR0000120172,BCP.LS
B.C.P.-BCO COMERCIAL PORTUGUES,8657293314,Finance,Portugal,Major banks,PTBCP0AM0015,LI.PA
KLEPIERRE,8641417285,Finance,France,Real estate development,FR0000121964,UHR.SW
SWATCH GROUP I,8614287898,Consumer durables,Switzerland,Other consumer specialties,CH0012255151,TREL-B.ST
TRELLEBORG AB SER. B,8542621565,Producer manufacturing,Sweden,Auto parts: OEM,SE0000114837,RBI.VI
RAIFFEISEN BANK INTERNAT. AG,8537507996,Finance,Austria,Major banks,AT0000606306,TEL2-A.ST
TELE2 AB SER. A,8412683326,Communications,Sweden,Major telecommunications,SE0005190220,PSH.AS
PERSHING SQUARE HOLDINGS LTD. NPV,8402412422,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00BPFJTF46,KOMB.PR
KOMERCNI BANKA,8364402247,Finance,Czech Republic,Major banks,CZ0008019106,BKW.SW
BKW N,8244824436,Utilities,Switzerland,Electric utilities,CH0130293662,ZAL.DE
ZALANDO SE,8228066632,Retail trade,Germany,Internet retail,DE000ZAL1111,EDPR.LS
EDP RENOVAVEIS,8220060098,Utilities,Spain,Alternative power generation,ES0127797019,SMIN.L
SMITHS GROUP PLC ORD GBP0.375,8194411030,Producer manufacturing,United Kingdom,Electrical products,GB00B1WY2338,ALE.WA
ALLEGRO,8189217410,Technology services,Luxembourg,Packaged software,LU2237380790,SOF.BR
SOFINA,8150043878,Finance,Belgium,Investment managers,BE0003717312,MKS.L
MARKS & SPENCER GROUP ORD GBP0.01,8067098131,Retail trade,United Kingdom,Department stores,GB0031274896,MRO.L
MELROSE INDUSTRIES PLC ORD GBP0.001,8039452218,Electronic technology,United Kingdom,Aerospace & defense,GB00BNGDN821,STR.VI
STRABAG SE,8015450621,Industrial services,Austria,Engineering & construction,AT000000STR1,LPP.WA
LPP,8010371971,Retail trade,Poland,Apparel/Footwear retail,PLLPP0000011,AUTO.L
AUTO TRADER GROUP PLC ORD GBP0.01,7985395469,Technology services,United Kingdom,Internet software/Services,GB00BVYVFW23,WPP.L
WPP PLC ORD GBP0.10,7978445885,Commercial services,United Kingdom,Advertising/Marketing services,JE00B8KF9B49,UU.L
UNITED UTILITIES GROUP PLC ORD GBP0.05,7976944762,Utilities,United Kingdom,Water utilities,GB00B39J2M42,BG.VI
BAWAG GROUP AG,7899299847,Finance,Austria,Savings banks,AT0000BAWAG2,ORNAV.HE
ORION CORPORATION A,7870325248,Health technology,Finland,Pharmaceuticals: major,FI0009014369,DWNI.DE
DEUTSCHE WOHNEN SE,7835536520,Finance,Germany,Real estate development,DE000A0HN5C6,RXL.PA
REXEL,7819769168,Distribution services,France,Wholesale distributors,FR0010451203,HAG.DE
HENSOLDT AG,7819349648,Electronic technology,Germany,Aerospace & defense,DE000HAG0005,CTPNV.AS
CTP NV,7742951936,Finance,Netherlands,Real estate development,NL00150006R6,SECU-B.ST
SECURITAS AB SER. B,7641081175,Commercial services,Sweden,Miscellaneous commercial services,SE0000163594,NIBE-B.ST
NIBE INDUSTRIER AB SER. B,7590754283,Producer manufacturing,Sweden,Industrial machinery,SE0015988019,WEIR.L
WEIR GROUP ORD GBP0.125,7574185617,Producer manufacturing,United Kingdom,Trucks/Construction/Farm machinery,GB0009465807,ADDT-B.ST
ADDTECH AB SER. B,7568655373,Electronic technology,Sweden,Electronic production equipment,SE0014781795,EDEN.PA
EDENRED,7553019493,Finance,France,Regional banks,FR0010908533,IMCD.AS
IMCD,7495283291,Process industries,Netherlands,Chemicals: major diversified,NL0010801007,O5G.DE
CPI PROPERTY GROUP S.A.,7470635540,Finance,Luxembourg,Real estate development,LU0251710041,BEAN.SW
BELIMO N,7365521361,Producer manufacturing,Switzerland,Industrial machinery,CH1101098163,RAND.AS
RANDSTAD N.V.,7346702860,Commercial services,Netherlands,Personnel services,NL0000379121,KESKOA.HE
KESKO CORPORATION A,7343056630,Retail trade,Finland,Food retail,FI0009007900,BC.MI
BRUNELLO CUCINELLI,7330400208,Consumer non-durables,Italy,Apparel/Footwear,IT0004764699,BTRW.L
BARRATT REDROW PLC ORD GBP0.10,7294728270,Consumer durables,United Kingdom,Homebuilding,GB0000811801,DEMANT.CO
DEMANT A/S,7278046608,Health technology,Denmark,Medical specialties,DK0060738599,ELISA.HE
ELISA CORPORATION,7221243851,Communications,Finland,Wireless telecommunications,FI0009007884,YAR.OL
YARA INTERNATIONAL ASA,7205035124,Process industries,Norway,Chemicals: agricultural,NO0010208051,J4V0.F
VAR ENERGI ASA,7203875716,Energy minerals,Norway,Integrated oil,NO0011202772,AAF.L
AIRTEL AFRICA PLC ORD USD0.5,7203428785,Communications,United Kingdom,Wireless telecommunications,GB00BKDRYJ47,G24.DE
SCOUT24 SE,7177720739,Commercial services,Germany,Miscellaneous commercial services,DE000A12DM80,CBDG.PA
CAMBODGE NOM.,7163648903,Commercial services,France,Advertising/Marketing services,FR001400SUB7,STE-R.ST
STORA ENSO OYJ A,7126003195,Process industries,Finland,Containers/Packaging,FI0009005953,INPST.AS
INPOST S.A.,7114999771,Technology services,Luxembourg,Information technology services,LU2290522684,SDR.L
SCHRODERS PLC ORD GBP0.20,7110508315,Finance,United Kingdom,Investment managers,GB00BP9LHF23,AYV.PA
AYVENS,7098308286,Finance,France,Finance/Rental/Leasing,FR0013258662,BEIJ-B.ST
BEIJER REF AB SER. B,7096735435,Distribution services,Sweden,Wholesale distributors,SE0015949748,ICG.L
INTERMEDIATE CAPITAL GROUP PLC ORD GBP0.2625,7087554396,Finance,United Kingdom,Financial conglomerates,GB00BYT1DJ19,VZN.SW
VZ HOLDING N,7054739320,Finance,Switzerland,Investment managers,CH0528751586,DHER.DE
DELIVERY HERO SE,7042594069,Technology services,Germany,Internet software/Services,DE000A2E4K43,SIGN.SW
SIG GROUP N,7039978068,Producer manufacturing,Switzerland,Industrial machinery,CH0435377954,SYENS.BR
SYENSQO,6947928378,Commercial services,Belgium,Miscellaneous commercial services,BE0974464977,A2A.MI
A2A,6892391751,Utilities,Italy,Electric utilities,IT0001233417,FHZN.SW
FLUGHAFEN ZUERICH N,6876882435,Transportation,Switzerland,Other transportation,CH0319416936,PHNX.L
PHOENIX GROUP HOLDINGS PLC ORD GBP0.10,6873886969,Finance,United Kingdom,Life/Health insurance,GB00BGXQNP29,LOTB.BR
LOTUS BAKERIES,6862669150,Consumer non-durables,Belgium,Food: specialty/candy,BE0003604155,CPR.MI
CAMPARI,6844481612,Consumer non-durables,Italy,Beverages: alcoholic,NL0015435975,NESTE.HE
NESTE CORPORATION,6825712592,Energy minerals,Finland,Oil refining/Marketing,FI0009013296,KBHL.CO
KOBENHAVNS LUFTHAVNE A/S,6810211426,Transportation,Denmark,Other transportation,DK0010201102,BALD-B.ST
FASTIGHETS AB BALDER SER. B,6803974521,Finance,Sweden,Real estate development,SE0017832488,ACKB.BR
ACKERMANS V.HAAREN,6798853443,Industrial services,Belgium,Engineering & construction,BE0003764785,OPAP.AT
OPAP S.A. (CR),6775489337,Consumer services,Greece,Movies/Entertainment,GRS419003009,SAGA-A.ST
SAGAX AB A,6758297003,Finance,Sweden,Real estate development,SE0004635878,KGH.WA
KGHM,6757548250,Non-energy minerals,Poland,Other metals/Minerals,PLKGHM000017,BARN.SW
BARRY CALLEBAUT N,6725540481,Consumer non-durables,Switzerland,Food: specialty/candy,CH0009002962,AAK.ST
AAK AB,6706222974,Consumer non-durables,Sweden,Food: specialty/candy,SE0011337708,SPIE.PA
SPIE,6695947839,Industrial services,France,Engineering & construction,FR0012757854,ANA.MC
"ACCIONA, S.A.",6672392018,Industrial services,Spain,Engineering & construction,ES0125220311,BEZ.L
BEAZLEY PLC (UK) ORD GBP0.05,6639728852,Finance,United Kingdom,Multi-line insurance,GB00BYQ0JC66,TPEIR.AT
PIRAEUS FINANCIAL HOLDINGS SA,6624763446,Finance,Greece,Regional banks,GRS014003032,STJ.L
ST JAMES'S PLACE PLC ORD GBP0.15,6621943303,Finance,United Kingdom,Life/Health insurance,GB0007669376,TIT.MI
TELECOM ITALIA,6620077567,Communications,Italy,Wireless telecommunications,IT0003497168,PSPN.SW
PSP N,6556730944,Finance,Switzerland,Real estate development,CH0018294154,SBRY.L
SAINSBURY(J) ORD GBP0.28571428,6543262355,Retail trade,United Kingdom,Food retail,GB00B019KW72,RMV.L
RIGHTMOVE ORD GBP0.001,6513147760,Technology services,United Kingdom,Internet software/Services,GB00BGDT3G23,FCIT.L
F&C INVESTMENT TRUST PLC ORD GBP0.25,6476073341,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0003466074,MNDI.L
MONDI PLC ORD EUR0.22,6412102605,Process industries,United Kingdom,Containers/Packaging,GB00BMWC6P49,CTEC.L
CONVATEC GROUP PLC ORD GBP0.1,6398028130,Health technology,United Kingdom,Medical specialties,GB00BD3VFW73,GFC.PA
GECINA,6375833454,Finance,France,Real estate investment trusts,FR0010040865,DPLM.L
DIPLOMA PLC ORD GBP0.05,6370434605,Distribution services,United Kingdom,Wholesale distributors,GB0001826634,ZEG.L
ZEGONA COMMUNICATIONS PLC ORD GBP0.01,6329599535,Finance,United Kingdom,Financial conglomerates,GB00BVGBY890,MNG.L
M&G PLC ORD GBP0.05,6265440571,Finance,United Kingdom,Financial conglomerates,GB00BKFB1C65,HTO.AT
HELLENIC TELECOM. ORG. (CR),6260089890,Communications,Greece,Wireless telecommunications,GRS260333000,SSAB-A.ST
SSAB AB SER. A,6241422249,Producer manufacturing,Sweden,Metal fabrication,SE0000171100,SALM.OL
SALMAR ASA,6210488359,Process industries,Norway,Agricultural commodities/Milling,NO0010310956,NEXI.MI
NEXI,6199221949,Finance,Italy,Regional banks,IT0005366767,SQN.SW
SWISSQUOTE N,6196100319,Finance,Switzerland,Investment banks/Brokers,CH0010675863,SWEC-A.ST
SWECO AB SER. A,6181011200,Industrial services,Sweden,Engineering & construction,SE0014960365,DCC.L
DCC ORD EUR0.25 (CDI),6173333287,Utilities,Ireland,Gas distributors,IE0002424939,AFX.DE
CARL ZEISS MEDITEC AG,6171399124,Health technology,Germany,Medical specialties,DE0005313704,ODET.PA
ODET(COMPAGNIE DE L-),6155121231,Transportation,France,Air freight/Couriers,FR0000062234,BGN.MI
BANCA GENERALI,6141341286,Finance,Italy,Investment managers,IT0001031084,SCHA.OL
SCHIBSTED ASA,6139621549,Technology services,Norway,Internet software/Services,NO0003028904,AVOL.SW
AVOLTA N,6131916732,Retail trade,Switzerland,Specialty stores,CH0023405456,REY.MI
REPLY,6102446559,Commercial services,Italy,Miscellaneous commercial services,IT0005282865,TUB.BR
TUBIZE-FIN,6053713593,Finance,Belgium,Financial conglomerates,BE0003823409,ELI.BR
ELIA GROUP,6028789246,Utilities,Belgium,Electric utilities,BE0003822393,IMI.L
IMI ORD GBP0.28571428,6009594036,Producer manufacturing,United Kingdom,Industrial machinery,GB00BGLP8L22,TKA.DE
THYSSENKRUPP AG O.N.,5976304925,Non-energy minerals,Germany,Steel,DE0007500001,NEOEN.PA
NEOEN,5960703323,Utilities,France,Electric utilities,FR0011675362,VOLCAR-B.ST
VOLVO CAR AB SER. B,5940873383,Consumer durables,Sweden,Motor vehicles,SE0021628898,GF.SW
GEORG FISCHER N,5939019630,Producer manufacturing,Switzerland,Industrial machinery,CH1169151003,SPX.L
SPIRAX GROUP PLC ORD GBP0.269230769,5935944614,Producer manufacturing,United Kingdom,Industrial machinery,GB00BWFGQN14,SUN.SW
SULZER N,5889520540,Producer manufacturing,Switzerland,Industrial machinery,CH0038388911,HOLM-A.ST
HOLMEN AB SER. A,5872763353,Process industries,Sweden,Pulp & paper,SE0011090000,ANDR.VI
ANDRITZ AG,5818879475,Producer manufacturing,Austria,Industrial machinery,AT0000730007,TKA.VI
TELEKOM AUSTRIA AG,5784178972,Communications,Austria,Major telecommunications,AT0000720008,ALW.L
ALLIANCE WITAN PLC ORD GBP0.025,5777982840,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00B11V7W98,HER.MI
HERA,5768647412,Utilities,Italy,Electric utilities,IT0001250932,PIRC.MI
PIRELLI & C,5751999855,Consumer durables,Italy,Automotive aftermarket,IT0005278236,IVG.MI
IVECO GROUP,5747262001,Consumer durables,Italy,Motor vehicles,NL0015000LU4,AKE.PA
ARKEMA,5738947703,Process industries,France,Chemicals: major diversified,FR0010313833,ANE.MC
CORPORACION ACCIONA ENERGIAS RENOVABLES S.A.,5735294059,Utilities,Spain,Alternative power generation,ES0105563003,COV.PA
COVIVIO,5709937468,Finance,France,Real estate investment trusts,FR0000064578,KCR.HE
KONECRANES PLC,5705593928,Producer manufacturing,Finland,Trucks/Construction/Farm machinery,FI0009005870,SAVE.ST
NORDNET AB,5688237418,Finance,Sweden,Investment banks/Brokers,SE0015192067,GAW.L
GAMES WORKSHOP GROUP ORD GBP0.05,5679660091,Consumer durables,United Kingdom,Recreational products,GB0003718474,MLHK.PA
HK,5677245483,Electronic technology,Germany,Aerospace & defense,DE000A11Q133,GRF.MC
GRIFOLS S.A.,5660193816,Health technology,Spain,Pharmaceuticals: major,ES0171996087,KGX.DE
KION GROUP AG,5626563909,Producer manufacturing,Germany,Industrial machinery,DE000KGX8881,TEP.PA
TELEPERFORMANCE,5620582085,Commercial services,France,Miscellaneous commercial services,FR0000051807,GETI-B.ST
GETINGE AB SER. B,5618736493,Health technology,Sweden,Medical specialties,SE0000202624,RRTL.DE
RTLGroup,5609426422,Consumer services,Luxembourg,Broadcasting,LU0061462528,ALPHA.AT
ALPHA SERVICES AND HOLDINGS SA,5608806817,Finance,Greece,Major banks,GRS015003007,SB1NO.OL
SPAREBANK 1 SOR-NORGE ASA,5591520857,Finance,Norway,Savings banks,NO0010631567,FPE.DE
FUCHS SE,5537370060,Process industries,Germany,Industrial specialties,DE000A3E5D56,MRL.MC
"MERLIN PROPERTIES SOCIMI, S.A.",5527067982,Finance,Spain,Real estate investment trusts,ES0105025003,TE.PA
TECHNIP ENERGIES N.V.,5526856970,Industrial services,France,Engineering & construction,NL0014559478,CDR.WA
CDPROJEKT,5509128587,Technology services,Poland,Packaged software,PLOPTTC00011,FDJU.PA
FDJ UNITED,5494869338,Consumer services,France,Casinos/Gaming,FR0013451333,GTT.PA
GTT (GAZTRANSPORT ET TECHNIGAZ) EUR0.01,5431510209,Utilities,France,Gas distributors,FR0011726835,MYTIL.AT
METLEN,5431126228,Utilities,Greece,Alternative power generation,GRS393503008,WTB.L
WHITBREAD ORD GBP0.76797385,5415322109,Consumer services,United Kingdom,Hotels/Resorts/Cruise lines,GB00B1KJJ408,ZEAL.CO
ZEALAND PHARMA A/S,5353954757,Health technology,Denmark,Pharmaceuticals: major,DK0060257814,FRA.DE
FRAPORT AG,5349458410,Transportation,Germany,Other transportation,DE0005773303,HIK.L
HIKMA PHARMACEUTICALS ORD GBP0.10,5339385720,Health technology,United Kingdom,Pharmaceuticals: generic,GB00B0LCW083,BPSO.MI
BCA POP SONDRIO,5324440987,Finance,Italy,Major banks,IT0000784196,KRK.WA
KRKA DD NPV,5295785599,Health technology,Slovenia,Pharmaceuticals: major,SI0031102120,STB.OL
STOREBRAND ASA,5272005824,Finance,Norway,Savings banks,NO0003053605,PPC.AT
PUBLIC POWER CORP. S.A. (CR),5239940989,Utilities,Greece,Electric utilities,GRS434003000,IG.MI
ITALGAS,5219577870,Utilities,Italy,Gas distributors,IT0005211237,VIG.VI
VIENNA INSURANCE GROUP AG,5209600098,Finance,Austria,Multi-line insurance,AT0000908504,TLV.RO
BANCA TRANSILVANIA CLUJ NAPOCA,5209516629,Finance,Romania,Major banks,ROTLVAACNOR1,DIA.MI
DIASORIN,5194991740,Health technology,Italy,Medical specialties,IT0003492391,TEMN.SW
TEMENOS N,5176375027,Technology services,Switzerland,Information technology services,CH0012453913,KGF.L
KINGFISHER ORD GBP0.157142857,5109986891,Retail trade,United Kingdom,Home improvement chains,GB0033195214,INVP.L
INVESTEC ORD GBP0.0002,5096490631,Finance,United Kingdom,Investment banks/Brokers,GB00B17BBQ50,ZAB.WA
ZABKA,5096367540,Retail trade,Luxembourg,Food retail,LU2910446546,JYSK.CO
JYSKE BANK A/S,5094631992,Finance,Denmark,Major banks,DK0010307958,RF.PA
EURAZEO SE,5094266560,Finance,France,Investment managers,FR0000121121,ELIS.PA
ELIS,5081004479,Commercial services,France,Miscellaneous commercial services,FR0012435121,YPSN.SW
YPSOMED HLDG,5053965604,Health technology,Switzerland,Medical specialties,CH0019396990,ALB.MC
CORPORACION FINANCIERA ALBA S.A.,5053574874,Finance,Spain,Investment managers,ES0117160111,VALMT.HE
VALMET CORPORATION,5043553931,Producer manufacturing,Finland,Industrial machinery,FI4000074984,SCR.PA
SCOR SE,5039610376,Finance,France,Property/Casualty insurance,FR0010411983,ENT.L
ENTAIN PLC ORD EUR0.01,5018598197,Consumer services,United Kingdom,Casinos/Gaming,IM00B5VQMV65,DKSH.SW
DKSH N,4986429945,Distribution services,Switzerland,Medical distributors,CH0126673539,OBS.VI
OBERBANK AG,4930404968,Finance,Austria,Regional banks,AT0000625108,WDP.BR
WAREHOUSES DE PAUW,4914408196,Finance,Belgium,Real estate development,BE0974349814,GCO.MC
"GRUPO CATALANA OCCIDENTE, S.A.",4913928966,Finance,Spain,Multi-line insurance,ES0116920333,RIG2.F
RICHTER GEDEON SHARE,4912090671,Health technology,Hungary,Pharmaceuticals: major,HU0000123096,SK.PA
S.E.B.,4904270826,Consumer durables,France,Electronics/Appliances,FR0000121709,HWDN.L
HOWDEN JOINERY GROUP PLC ORD GBP0.10,4889541174,Consumer durables,United Kingdom,Electronics/Appliances,GB0005576813,CRDA.L
CRODA INTERNATIONAL ORD GBP0.10609756,4844216189,Process industries,United Kingdom,Chemicals: specialty,GB00BJFFLV09,TW.L
TAYLOR WIMPEY PLC ORD GBP0.01,4843509189,Consumer durables,United Kingdom,Homebuilding,GB0008782301,FCC.MC
"ACCIONES FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",4839404202,Industrial services,Spain,Environmental services,ES0122060314,LEG.DE
LEG IMMOBILIEN SE,4806272281,Finance,Germany,Real estate development,DE000LEG1110,SFSN.SW
SFS GROUP N,4800867007,Producer manufacturing,Switzerland,Metal fabrication,CH0239229302,IDR.MC
"INDRA SISTEMAS S.A., SERIE A",4798559388,Technology services,Spain,Information technology services,ES0118594417,AG1.DE
AUTO1 GRP,4775315998,Technology services,Germany,Internet software/Services,DE000A2LQ884,BC8.DE
BECHTLE AG,4765319962,Technology services,Germany,Information technology services,DE0005158703,DLG.MI
DE'LONGHI,4746604464,Consumer durables,Italy,Electronics/Appliances,IT0003115950,CAST.ST
CASTELLUM AB,4742581739,Finance,Sweden,Real estate development,SE0000379190,UTG.L
UNITE GROUP ORD GBP0.25,4741503628,Finance,United Kingdom,Real estate development,GB0006928617,ADEN.SW
ADECCO N,4716542313,Commercial services,Switzerland,Personnel services,CH0012138605,AZA.ST
AVANZA BANK HOLDING AB,4690424168,Finance,Sweden,Investment banks/Brokers,SE0012454072,COLR.BR
COLRUYT GROUP N.V.,4641259725,Retail trade,Belgium,Food retail,BE0974256852,MOL.BD
MOL SHARE,4622814350,Energy minerals,Hungary,Oil refining/Marketing,HU0000153937,SNG.RO
S.N.G.N ROMGAZ MEDIAS,4615979735,Energy minerals,Romania,Integrated oil,ROSNGNACNOR3,PSN.L
